mm_dd_hh,ghi,dhi,dni,temp
10-29 06:00,0.0,0.0,0.0,8.1
10-29 07:00,48.0,25.0,254.8,8.4
10-29 08:00,167.0,56.0,526.0,10.5
10-29 09:00,265.0,79.0,585.6,12.7
10-29 10:00,345.0,87.0,661.3,13.9
10-29 11:00,400.0,69.0,781.5,14.6
10-29 12:00,371.0,79.0,702.6,14.9
10-29 13:00,314.0,86.0,621.5,15.2
10-29 14:00,209.0,75.0,477.6,14.8
10-29 15:00,103.0,60.0,264.4,13.5
10-29 16:00,14.0,13.0,15.9,11.6
10-29 17:00,0.0,0.0,0.0,10.4
10-29 18:00,0.0,0.0,0.0,8.9
10-29 19:00,0.0,0.0,0.0,8.4
10-29 20:00,0.0,0.0,0.0,8.4
10-29 21:00,0.0,0.0,0.0,9.0
10-29 22:00,0.0,0.0,0.0,8.8
10-29 23:00,0.0,0.0,0.0,8.8
10-30 00:00,0.0,0.0,0.0,9.1
10-30 01:00,0.0,0.0,0.0,10.2
10-30 02:00,0.0,0.0,0.0,11.1
10-30 03:00,0.0,0.0,0.0,11.4
10-30 04:00,0.0,0.0,0.0,12.1
10-30 05:00,0.0,0.0,0.0,11.1
10-30 06:00,0.0,0.0,0.0,12.3
10-30 07:00,15.0,15.0,0.0,13.0
10-30 08:00,96.0,60.0,174.5,12.6
10-30 09:00,167.0,103.0,204.7,12.1
10-30 10:00,167.0,103.0,166.2,11.6
10-30 11:00,301.0,123.0,425.4,11.4
10-30 12:00,357.0,80.0,674.9,11.9
10-30 13:00,307.0,69.0,658.0,11.6
10-30 14:00,197.0,64.0,482.7,11.4
10-30 15:00,112.0,42.0,443.8,10.9
10-30 16:00,16.0,9.0,116.0,9.9
10-30 17:00,0.0,0.0,0.0,9.3
10-30 18:00,0.0,0.0,0.0,8.6
10-30 19:00,0.0,0.0,0.0,7.8
10-30 20:00,0.0,0.0,0.0,7.2
10-30 21:00,0.0,0.0,0.0,7.0
10-30 22:00,0.0,0.0,0.0,6.9
10-30 23:00,0.0,0.0,0.0,6.6
10-31 00:00,0.0,0.0,0.0,6.1
10-31 01:00,0.0,0.0,0.0,5.2
10-31 02:00,0.0,0.0,0.0,4.1
10-31 03:00,0.0,0.0,0.0,3.6
10-31 04:00,0.0,0.0,0.0,3.5
10-31 05:00,0.0,0.0,0.0,3.0
10-31 06:00,0.0,0.0,0.0,2.5
10-31 07:00,42.0,21.0,246.0,3.5
10-31 08:00,163.0,48.0,570.6,5.6
10-31 09:00,270.0,76.0,630.3,7.8
10-31 10:00,349.0,92.0,676.2,9.9
10-31 11:00,350.0,146.0,493.6,11.5
10-31 12:00,325.0,164.0,397.2,12.7
10-31 13:00,264.0,152.0,314.0,12.6
10-31 14:00,172.0,120.0,192.2,11.6
10-31 15:00,80.0,71.0,58.8,10.2
10-31 16:00,11.0,11.0,0.0,8.4
10-31 17:00,0.0,0.0,0.0,7.2
10-31 18:00,0.0,0.0,0.0,6.8
10-31 19:00,0.0,0.0,0.0,6.1
10-31 20:00,0.0,0.0,0.0,5.9
10-31 21:00,0.0,0.0,0.0,5.9
10-31 22:00,0.0,0.0,0.0,6.3
10-31 23:00,0.0,0.0,0.0,7.1
11-01 00:00,0.0,0.0,0.0,7.2
11-01 01:00,0.0,0.0,0.0,6.8
11-01 02:00,0.0,0.0,0.0,6.7
11-01 03:00,0.0,0.0,0.0,6.8
11-01 04:00,0.0,0.0,0.0,7.2
11-01 05:00,0.0,0.0,0.0,6.6
11-01 06:00,0.0,0.0,0.0,6.8
11-01 07:00,39.0,17.0,265.2,6.8
11-01 08:00,150.0,53.0,492.7,8.9
11-01 09:00,257.0,74.0,604.0,11.4
11-01 10:00,330.0,89.0,642.5,13.5
11-01 11:00,363.0,101.0,641.7,14.6
11-01 12:00,354.0,104.0,624.5,15.4
11-01 13:00,301.0,93.0,591.5,15.6
11-01 14:00,99.0,93.0,22.6,14.5
11-01 15:00,47.0,45.0,13.5,13.3
11-01 16:00,6.0,6.0,0.0,11.9
11-01 17:00,0.0,0.0,0.0,11.2
11-01 18:00,0.0,0.0,0.0,11.6
11-01 19:00,0.0,0.0,0.0,11.8
11-01 20:00,0.0,0.0,0.0,10.6
11-01 21:00,0.0,0.0,0.0,10.9
11-01 22:00,0.0,0.0,0.0,11.3
11-01 23:00,0.0,0.0,0.0,11.1
11-02 00:00,0.0,0.0,0.0,10.6
11-02 01:00,0.0,0.0,0.0,10.4
11-02 02:00,0.0,0.0,0.0,11.0
11-02 03:00,0.0,0.0,0.0,10.9
11-02 04:00,0.0,0.0,0.0,10.4
11-02 05:00,0.0,0.0,0.0,10.4
11-02 06:00,0.0,0.0,0.0,10.1
11-02 07:00,7.0,7.0,0.0,10.3
11-02 08:00,35.0,35.0,0.0,11.1
11-02 09:00,75.0,75.0,0.0,12.1
11-02 10:00,152.0,144.0,21.6,13.2
11-02 11:00,125.0,125.0,0.0,13.3
11-02 12:00,159.0,146.0,32.9,13.4
11-02 13:00,111.0,109.0,5.8,13.1
11-02 14:00,90.0,88.0,7.7,12.9
11-02 15:00,43.0,43.0,0.0,12.0
11-02 16:00,5.0,5.0,0.0,11.1
11-02 17:00,0.0,0.0,0.0,10.7
11-02 18:00,0.0,0.0,0.0,10.4
11-02 19:00,0.0,0.0,0.0,10.0
11-02 20:00,0.0,0.0,0.0,9.2
11-02 21:00,0.0,0.0,0.0,9.1
11-02 22:00,0.0,0.0,0.0,8.8
11-02 23:00,0.0,0.0,0.0,8.8
11-03 00:00,0.0,0.0,0.0,9.2
11-03 01:00,0.0,0.0,0.0,9.4
11-03 02:00,0.0,0.0,0.0,9.6
11-03 03:00,0.0,0.0,0.0,9.4
11-03 04:00,0.0,0.0,0.0,9.2
11-03 05:00,0.0,0.0,0.0,8.9
11-03 06:00,0.0,0.0,0.0,8.8
11-03 07:00,14.0,14.0,0.0,8.6
11-03 08:00,87.0,71.0,85.3,9.1
11-03 09:00,233.0,72.0,548.6,9.6
11-03 10:00,301.0,79.0,607.6,10.4
11-03 11:00,360.0,81.0,700.2,11.1
11-03 12:00,319.0,100.0,560.8,11.2
11-03 13:00,242.0,105.0,400.6,11.2
11-03 14:00,194.0,73.0,472.1,10.9
11-03 15:00,99.0,37.0,445.5,9.9
11-03 16:00,9.0,5.0,78.6,8.2
11-03 17:00,0.0,0.0,0.0,7.4
11-03 18:00,0.0,0.0,0.0,7.7
11-03 19:00,0.0,0.0,0.0,7.2
11-03 20:00,0.0,0.0,0.0,8.2
11-03 21:00,0.0,0.0,0.0,8.3
11-03 22:00,0.0,0.0,0.0,7.8
11-03 23:00,0.0,0.0,0.0,7.6
11-04 00:00,0.0,0.0,0.0,7.8
11-04 01:00,0.0,0.0,0.0,8.1
11-04 02:00,0.0,0.0,0.0,8.1
11-04 03:00,0.0,0.0,0.0,7.5
11-04 04:00,0.0,0.0,0.0,7.2
11-04 05:00,0.0,0.0,0.0,7.2
11-04 06:00,0.0,0.0,0.0,7.6
11-04 07:00,30.0,16.0,184.7,8.5
11-04 08:00,137.0,47.0,491.6,10.2
11-04 09:00,249.0,60.0,654.6,12.1
11-04 10:00,329.0,67.0,726.6,13.6
11-04 11:00,341.0,108.0,591.9,14.4
11-04 12:00,336.0,99.0,614.5,15.2
11-04 13:00,234.0,139.0,281.7,15.2
11-04 14:00,133.0,101.0,127.1,14.6
11-04 15:00,70.0,61.0,66.8,12.6
11-04 16:00,8.0,6.0,41.1,10.6
11-04 17:00,0.0,0.0,0.0,9.1
11-04 18:00,0.0,0.0,0.0,8.4
11-04 19:00,0.0,0.0,0.0,7.8
11-04 20:00,0.0,0.0,0.0,7.4
11-04 21:00,0.0,0.0,0.0,7.2
11-04 22:00,0.0,0.0,0.0,7.1
11-04 23:00,0.0,0.0,0.0,7.0
11-05 00:00,0.0,0.0,0.0,6.6
11-05 01:00,0.0,0.0,0.0,5.2
11-05 02:00,0.0,0.0,0.0,5.0
11-05 03:00,0.0,0.0,0.0,4.9
11-05 04:00,0.0,0.0,0.0,5.1
11-05 05:00,0.0,0.0,0.0,5.2
11-05 06:00,0.0,0.0,0.0,5.8
11-05 07:00,25.0,21.0,54.5,6.4
11-05 08:00,95.0,82.0,72.8,7.8
11-05 09:00,183.0,130.0,186.6,9.1
11-05 10:00,311.0,101.0,590.3,10.8
11-05 11:00,377.0,64.0,805.0,11.5
11-05 12:00,366.0,66.0,787.6,13.1
11-05 13:00,308.0,61.0,742.6,13.1
11-05 14:00,212.0,52.0,647.3,12.2
11-05 15:00,94.0,33.0,467.7,10.6
11-05 16:00,7.0,4.0,64.6,8.9
11-05 17:00,0.0,0.0,0.0,7.9
11-05 18:00,0.0,0.0,0.0,7.5
11-05 19:00,0.0,0.0,0.0,6.9
11-05 20:00,0.0,0.0,0.0,6.8
11-05 21:00,0.0,0.0,0.0,6.9
11-05 22:00,0.0,0.0,0.0,6.8
11-05 23:00,0.0,0.0,0.0,6.4
11-06 00:00,0.0,0.0,0.0,6.6
11-06 01:00,0.0,0.0,0.0,6.3
11-06 02:00,0.0,0.0,0.0,6.3
11-06 03:00,0.0,0.0,0.0,6.4
11-06 04:00,0.0,0.0,0.0,6.2
11-06 05:00,0.0,0.0,0.0,6.0
11-06 06:00,0.0,0.0,0.0,5.9
11-06 07:00,28.0,12.0,225.0,5.9
11-06 08:00,140.0,41.0,569.1,7.2
11-06 09:00,254.0,53.0,719.5,8.4
11-06 10:00,336.0,60.0,786.3,9.6
11-06 11:00,374.0,64.0,807.2,10.5
11-06 12:00,363.0,66.0,789.5,11.2
11-06 13:00,304.0,65.0,728.7,11.3
11-06 14:00,205.0,59.0,601.6,11.1
11-06 15:00,90.0,35.0,436.0,9.8
11-06 16:00,6.0,4.0,45.2,8.6
11-06 17:00,0.0,0.0,0.0,8.3
11-06 18:00,0.0,0.0,0.0,7.9
11-06 19:00,0.0,0.0,0.0,7.8
11-06 20:00,0.0,0.0,0.0,7.6
11-06 21:00,0.0,0.0,0.0,7.1
11-06 22:00,0.0,0.0,0.0,6.7
11-06 23:00,0.0,0.0,0.0,6.5
11-07 00:00,0.0,0.0,0.0,6.3
11-07 01:00,0.0,0.0,0.0,6.1
11-07 02:00,0.0,0.0,0.0,5.9
11-07 03:00,0.0,0.0,0.0,5.8
11-07 04:00,0.0,0.0,0.0,5.6
11-07 05:00,0.0,0.0,0.0,5.4
11-07 06:00,0.0,0.0,0.0,5.0
11-07 07:00,25.0,12.0,189.1,5.4
11-07 08:00,131.0,42.0,525.3,7.1
11-07 09:00,242.0,57.0,673.5,9.1
11-07 10:00,307.0,82.0,649.8,10.2
11-07 11:00,344.0,86.0,680.2,10.9
11-07 12:00,342.0,75.0,718.7,11.2
11-07 13:00,299.0,62.0,732.8,11.4
11-07 14:00,205.0,52.0,642.1,10.9
11-07 15:00,85.0,34.0,418.2,9.6
11-07 16:00,5.0,3.0,47.4,7.8
11-07 17:00,0.0,0.0,0.0,7.2
11-07 18:00,0.0,0.0,0.0,5.3
11-07 19:00,0.0,0.0,0.0,3.8
11-07 20:00,0.0,0.0,0.0,3.2
11-07 21:00,0.0,0.0,0.0,3.2
11-07 22:00,0.0,0.0,0.0,4.2
11-07 23:00,0.0,0.0,0.0,4.9
11-08 00:00,0.0,0.0,0.0,4.7
11-08 01:00,0.0,0.0,0.0,4.0
11-08 02:00,0.0,0.0,0.0,3.6
11-08 03:00,0.0,0.0,0.0,2.4
11-08 04:00,0.0,0.0,0.0,2.2
11-08 05:00,0.0,0.0,0.0,2.0
11-08 06:00,0.0,0.0,0.0,1.8
11-08 07:00,23.0,12.0,165.6,1.5
11-08 08:00,127.0,39.0,533.7,3.8
11-08 09:00,237.0,54.0,677.7,6.3
11-08 10:00,315.0,60.0,746.6,8.1
11-08 11:00,346.0,72.0,731.5,9.4
11-08 12:00,317.0,85.0,632.4,9.9
11-08 13:00,255.0,91.0,514.3,10.5
11-08 14:00,184.0,59.0,534.3,10.5
11-08 15:00,77.0,33.0,373.5,8.8
11-08 16:00,4.0,3.0,25.0,6.6
11-08 17:00,0.0,0.0,0.0,5.7
11-08 18:00,0.0,0.0,0.0,4.7
11-08 19:00,0.0,0.0,0.0,4.0
11-08 20:00,0.0,0.0,0.0,3.7
11-08 21:00,0.0,0.0,0.0,4.3
11-08 22:00,0.0,0.0,0.0,4.7
11-08 23:00,0.0,0.0,0.0,4.8
11-09 00:00,0.0,0.0,0.0,4.9
11-09 01:00,0.0,0.0,0.0,5.1
11-09 02:00,0.0,0.0,0.0,5.3
11-09 03:00,0.0,0.0,0.0,5.4
11-09 04:00,0.0,0.0,0.0,5.5
11-09 05:00,0.0,0.0,0.0,5.5
11-09 06:00,0.0,0.0,0.0,5.6
11-09 07:00,4.0,4.0,0.0,5.8
11-09 08:00,57.0,49.0,49.9,6.6
11-09 09:00,157.0,75.0,308.9,7.4
11-09 10:00,196.0,107.0,264.2,8.2
11-09 11:00,192.0,118.0,200.0,8.9
11-09 12:00,148.0,124.0,66.3,9.4
11-09 13:00,145.0,115.0,95.4,9.5
11-09 14:00,95.0,86.0,39.2,9.6
11-09 15:00,37.0,34.0,26.4,9.0
11-09 16:00,2.0,2.0,0.0,8.4
11-09 17:00,0.0,0.0,0.0,8.2
11-09 18:00,0.0,0.0,0.0,8.1
11-09 19:00,0.0,0.0,0.0,8.2
11-09 20:00,0.0,0.0,0.0,8.1
11-09 21:00,0.0,0.0,0.0,8.1
11-09 22:00,0.0,0.0,0.0,7.9
11-09 23:00,0.0,0.0,0.0,7.8
11-10 00:00,0.0,0.0,0.0,7.8
11-10 01:00,0.0,0.0,0.0,7.9
11-10 02:00,0.0,0.0,0.0,7.6
11-10 03:00,0.0,0.0,0.0,7.6
11-10 04:00,0.0,0.0,0.0,7.7
11-10 05:00,0.0,0.0,0.0,7.7
11-10 06:00,0.0,0.0,0.0,8.1
11-10 07:00,4.0,4.0,0.0,8.4
11-10 08:00,18.0,18.0,0.0,8.4
11-10 09:00,31.0,31.0,0.0,8.7
11-10 10:00,53.0,53.0,0.0,8.9
11-10 11:00,48.0,47.0,2.7,9.1
11-10 12:00,86.0,82.0,11.2,9.5
11-10 13:00,80.0,80.0,0.0,10.0
11-10 14:00,83.0,66.0,75.4,9.9
11-10 15:00,40.0,35.0,45.5,9.2
11-10 16:00,3.0,3.0,0.0,8.1
11-10 17:00,0.0,0.0,0.0,7.2
11-10 18:00,0.0,0.0,0.0,5.9
11-10 19:00,0.0,0.0,0.0,4.1
11-10 20:00,0.0,0.0,0.0,3.7
11-10 21:00,0.0,0.0,0.0,3.6
11-10 22:00,0.0,0.0,0.0,3.5
11-10 23:00,0.0,0.0,0.0,3.9
11-11 00:00,0.0,0.0,0.0,3.5
11-11 01:00,0.0,0.0,0.0,2.7
11-11 02:00,0.0,0.0,0.0,2.7
11-11 03:00,0.0,0.0,0.0,2.8
11-11 04:00,0.0,0.0,0.0,2.9
11-11 05:00,0.0,0.0,0.0,4.2
11-11 06:00,0.0,0.0,0.0,4.7
11-11 07:00,15.0,10.0,84.1,5.1
11-11 08:00,94.0,53.0,270.6,7.9
11-11 09:00,81.0,80.0,3.9,9.2
11-11 10:00,133.0,66.0,204.5,9.9
11-11 11:00,103.0,86.0,47.1,10.4
11-11 12:00,176.0,134.0,118.9,11.1
11-11 13:00,204.0,83.0,395.8,10.9
11-11 14:00,135.0,63.0,325.2,10.6
11-11 15:00,58.0,29.0,273.8,9.6
11-11 16:00,2.0,2.0,0.0,8.1
11-11 17:00,0.0,0.0,0.0,7.3
11-11 18:00,0.0,0.0,0.0,6.9
11-11 19:00,0.0,0.0,0.0,5.7
11-11 20:00,0.0,0.0,0.0,5.6
11-11 21:00,0.0,0.0,0.0,5.7
11-11 22:00,0.0,0.0,0.0,5.0
11-11 23:00,0.0,0.0,0.0,4.6
11-12 00:00,0.0,0.0,0.0,4.5
11-12 01:00,0.0,0.0,0.0,3.8
11-12 02:00,0.0,0.0,0.0,3.2
11-12 03:00,0.0,0.0,0.0,2.9
11-12 04:00,0.0,0.0,0.0,2.6
11-12 05:00,0.0,0.0,0.0,3.0
11-12 06:00,0.0,0.0,0.0,3.0
11-12 07:00,13.0,10.0,52.4,4.4
11-12 08:00,104.0,43.0,414.7,6.6
11-12 09:00,199.0,77.0,484.5,8.9
11-12 10:00,287.0,72.0,665.3,10.6
11-12 11:00,327.0,73.0,712.9,11.4
11-12 12:00,301.0,95.0,590.4,12.2
11-12 13:00,264.0,67.0,653.4,11.9
11-12 14:00,175.0,52.0,565.9,11.0
11-12 15:00,58.0,42.0,156.6,9.1
11-12 16:00,2.0,2.0,0.0,7.8
11-12 17:00,0.0,0.0,0.0,7.7
11-12 18:00,0.0,0.0,0.0,8.0
11-12 19:00,0.0,0.0,0.0,8.0
11-12 20:00,0.0,0.0,0.0,8.1
11-12 21:00,0.0,0.0,0.0,8.5
11-12 22:00,0.0,0.0,0.0,8.4
11-12 23:00,0.0,0.0,0.0,8.4
11-13 00:00,0.0,0.0,0.0,8.3
11-13 01:00,0.0,0.0,0.0,8.1
11-13 02:00,0.0,0.0,0.0,7.6
11-13 03:00,0.0,0.0,0.0,7.2
11-13 04:00,0.0,0.0,0.0,7.7
11-13 05:00,0.0,0.0,0.0,6.9
11-13 06:00,0.0,0.0,0.0,7.7
11-13 07:00,13.0,10.0,54.6,8.0
11-13 08:00,90.0,57.0,231.2,9.1
11-13 09:00,191.0,78.0,456.8,11.4
11-13 10:00,280.0,73.0,649.5,13.7
11-13 11:00,319.0,73.0,699.1,15.9
11-13 12:00,299.0,83.0,626.8,16.4
11-13 13:00,249.0,79.0,571.7,16.4
11-13 14:00,159.0,67.0,431.1,15.2
11-13 15:00,61.0,32.0,294.5,13.0
11-13 16:00,2.0,2.0,0.0,11.5
11-13 17:00,0.0,0.0,0.0,10.6
11-13 18:00,0.0,0.0,0.0,9.4
11-13 19:00,0.0,0.0,0.0,9.4
11-13 20:00,0.0,0.0,0.0,9.2
11-13 21:00,0.0,0.0,0.0,8.9
11-13 22:00,0.0,0.0,0.0,8.7
11-13 23:00,0.0,0.0,0.0,8.0
11-14 00:00,0.0,0.0,0.0,8.2
11-14 01:00,0.0,0.0,0.0,7.5
11-14 02:00,0.0,0.0,0.0,7.8
11-14 03:00,0.0,0.0,0.0,8.2
11-14 04:00,0.0,0.0,0.0,8.2
11-14 05:00,0.0,0.0,0.0,7.6
11-14 06:00,0.0,0.0,0.0,7.9
11-14 07:00,9.0,8.0,19.0,8.1
11-14 08:00,41.0,40.0,7.2,8.6
11-14 09:00,112.0,99.0,53.5,9.6
11-14 10:00,188.0,135.0,168.6,11.8
11-14 11:00,250.0,138.0,322.3,13.4
11-14 12:00,221.0,124.0,285.0,13.9
11-14 13:00,157.0,137.0,68.2,14.0
11-14 14:00,110.0,96.0,66.8,12.9
11-14 15:00,36.0,36.0,0.0,11.6
11-14 16:00,1.0,1.0,0.0,10.8
11-14 17:00,0.0,0.0,0.0,10.1
11-14 18:00,0.0,0.0,0.0,10.2
11-14 19:00,0.0,0.0,0.0,9.4
11-14 20:00,0.0,0.0,0.0,8.9
11-14 21:00,0.0,0.0,0.0,9.1
11-14 22:00,0.0,0.0,0.0,8.8
11-14 23:00,0.0,0.0,0.0,7.7
11-15 00:00,0.0,0.0,0.0,7.5
11-15 01:00,0.0,0.0,0.0,7.2
11-15 02:00,0.0,0.0,0.0,6.2
11-15 03:00,0.0,0.0,0.0,5.7
11-15 04:00,0.0,0.0,0.0,5.2
11-15 05:00,0.0,0.0,0.0,5.0
11-15 06:00,0.0,0.0,0.0,4.8
11-15 07:00,7.0,7.0,0.0,4.8
11-15 08:00,68.0,55.0,96.8,5.7
11-15 09:00,107.0,99.0,33.5,6.9
11-15 10:00,192.0,141.0,164.5,8.4
11-15 11:00,187.0,142.0,131.1,9.2
11-15 12:00,110.0,105.0,14.9,8.8
11-15 13:00,107.0,88.0,65.7,8.8
11-15 14:00,31.0,30.0,4.9,8.1
11-15 15:00,9.0,9.0,0.0,7.6
11-15 16:00,0.0,0.0,0.0,7.2
11-15 17:00,0.0,0.0,0.0,6.9
11-15 18:00,0.0,0.0,0.0,7.2
11-15 19:00,0.0,0.0,0.0,7.1
11-15 20:00,0.0,0.0,0.0,7.1
11-15 21:00,0.0,0.0,0.0,7.0
11-15 22:00,0.0,0.0,0.0,6.8
11-15 23:00,0.0,0.0,0.0,6.8
11-16 00:00,0.0,0.0,0.0,6.8
11-16 01:00,0.0,0.0,0.0,6.9
11-16 02:00,0.0,0.0,0.0,6.3
11-16 03:00,0.0,0.0,0.0,6.6
11-16 04:00,0.0,0.0,0.0,6.8
11-16 05:00,0.0,0.0,0.0,5.8
11-16 06:00,0.0,0.0,0.0,5.9
11-16 07:00,8.0,6.0,41.3,6.5
11-16 08:00,87.0,37.0,384.4,8.0
11-16 09:00,190.0,53.0,584.3,9.9
11-16 10:00,253.0,72.0,591.9,11.7
11-16 11:00,309.0,61.0,731.3,13.2
11-16 12:00,303.0,60.0,731.4,13.9
11-16 13:00,243.0,61.0,637.4,13.9
11-16 14:00,163.0,46.0,578.5,13.1
11-16 15:00,39.0,28.0,121.5,11.7
11-16 16:00,0.0,0.0,0.0,10.9
11-16 17:00,0.0,0.0,0.0,10.6
11-16 18:00,0.0,0.0,0.0,10.5
11-16 19:00,0.0,0.0,0.0,10.9
11-16 20:00,0.0,0.0,0.0,10.6
11-16 21:00,0.0,0.0,0.0,9.3
11-16 22:00,0.0,0.0,0.0,7.6
11-16 23:00,0.0,0.0,0.0,6.8
11-17 00:00,0.0,0.0,0.0,6.2
11-17 01:00,0.0,0.0,0.0,5.8
11-17 02:00,0.0,0.0,0.0,5.3
11-17 03:00,0.0,0.0,0.0,5.1
11-17 04:00,0.0,0.0,0.0,4.4
11-17 05:00,0.0,0.0,0.0,4.2
11-17 06:00,0.0,0.0,0.0,3.5
11-17 07:00,2.0,2.0,0.0,3.9
11-17 08:00,13.0,13.0,0.0,4.1
11-17 09:00,54.0,54.0,0.0,4.4
11-17 10:00,142.0,119.0,76.3,5.2
11-17 11:00,56.0,54.0,6.0,4.8
11-17 12:00,49.0,48.0,3.0,5.1
11-17 13:00,45.0,45.0,0.0,4.4
11-17 14:00,37.0,37.0,0.0,4.3
11-17 15:00,13.0,13.0,0.0,4.2
11-17 16:00,0.0,0.0,0.0,3.5
11-17 17:00,0.0,0.0,0.0,3.0
11-17 18:00,0.0,0.0,0.0,3.0
11-17 19:00,0.0,0.0,0.0,2.3
11-17 20:00,0.0,0.0,0.0,2.2
11-17 21:00,0.0,0.0,0.0,2.5
11-17 22:00,0.0,0.0,0.0,2.4
11-17 23:00,0.0,0.0,0.0,2.2
11-18 00:00,0.0,0.0,0.0,1.7
11-18 01:00,0.0,0.0,0.0,1.1
11-18 02:00,0.0,0.0,0.0,1.0
11-18 03:00,0.0,0.0,0.0,0.9
11-18 04:00,0.0,0.0,0.0,0.4
11-18 05:00,0.0,0.0,0.0,0.2
11-18 06:00,0.0,0.0,0.0,0.6
11-18 07:00,7.0,4.0,67.9,0.9
11-18 08:00,85.0,36.0,401.9,2.2
11-18 09:00,185.0,57.0,565.8,3.8
11-18 10:00,260.0,71.0,635.2,4.8
11-18 11:00,281.0,88.0,583.0,5.6
11-18 12:00,267.0,106.0,496.2,5.3
11-18 13:00,202.0,112.0,323.5,5.2
11-18 14:00,114.0,86.0,143.3,4.6
11-18 15:00,24.0,22.0,23.0,4.2
11-18 16:00,0.0,0.0,0.0,3.7
11-18 17:00,0.0,0.0,0.0,2.5
11-18 18:00,0.0,0.0,0.0,2.2
11-18 19:00,0.0,0.0,0.0,2.0
11-18 20:00,0.0,0.0,0.0,2.0
11-18 21:00,0.0,0.0,0.0,1.2
11-18 22:00,0.0,0.0,0.0,0.2
11-18 23:00,0.0,0.0,0.0,-0.2
11-19 00:00,0.0,0.0,0.0,0.3
11-19 01:00,0.0,0.0,0.0,0.4
11-19 02:00,0.0,0.0,0.0,0.6
11-19 03:00,0.0,0.0,0.0,0.5
11-19 04:00,0.0,0.0,0.0,0.7
11-19 05:00,0.0,0.0,0.0,0.4
11-19 06:00,0.0,0.0,0.0,-0.1
11-19 07:00,6.0,4.0,47.5,0.0
11-19 08:00,84.0,32.0,440.8,1.1
11-19 09:00,188.0,52.0,612.0,3.2
11-19 10:00,270.0,57.0,725.5,4.5
11-19 11:00,308.0,61.0,754.9,5.3
11-19 12:00,300.0,60.0,748.3,5.7
11-19 13:00,208.0,80.0,466.0,5.4
11-19 14:00,92.0,67.0,130.1,4.9
11-19 15:00,29.0,17.0,140.7,4.0
11-19 16:00,0.0,0.0,0.0,3.0
11-19 17:00,0.0,0.0,0.0,2.6
11-19 18:00,0.0,0.0,0.0,1.6
11-19 19:00,0.0,0.0,0.0,2.0
11-19 20:00,0.0,0.0,0.0,2.2
11-19 21:00,0.0,0.0,0.0,1.7
11-19 22:00,0.0,0.0,0.0,1.9
11-19 23:00,0.0,0.0,0.0,1.1
11-20 00:00,0.0,0.0,0.0,2.2
11-20 01:00,0.0,0.0,0.0,1.4
11-20 02:00,0.0,0.0,0.0,1.6
11-20 03:00,0.0,0.0,0.0,1.8
11-20 04:00,0.0,0.0,0.0,1.5
11-20 05:00,0.0,0.0,0.0,2.0
11-20 06:00,0.0,0.0,0.0,2.3
11-20 07:00,4.0,3.0,24.9,1.7
11-20 08:00,66.0,44.0,192.8,2.5
11-20 09:00,149.0,91.0,265.7,4.3
11-20 10:00,231.0,78.0,528.1,5.3
11-20 11:00,212.0,113.0,306.1,5.2
11-20 12:00,163.0,98.0,205.0,4.8
11-20 13:00,124.0,85.0,143.8,3.3
11-20 14:00,62.0,57.0,26.5,2.9
11-20 15:00,10.0,9.0,12.0,2.3
11-20 16:00,0.0,0.0,0.0,2.1
11-20 17:00,0.0,0.0,0.0,1.6
11-20 18:00,0.0,0.0,0.0,0.5
11-20 19:00,0.0,0.0,0.0,1.0
11-20 20:00,0.0,0.0,0.0,0.9
11-20 21:00,0.0,0.0,0.0,0.2
11-20 22:00,0.0,0.0,0.0,-0.3
11-20 23:00,0.0,0.0,0.0,-1.0
11-21 00:00,0.0,0.0,0.0,-1.5
11-21 01:00,0.0,0.0,0.0,-2.3
11-21 02:00,0.0,0.0,0.0,-2.8
11-21 03:00,0.0,0.0,0.0,-3.2
11-21 04:00,0.0,0.0,0.0,-3.3
11-21 05:00,0.0,0.0,0.0,-3.7
11-21 06:00,0.0,0.0,0.0,-3.6
11-21 07:00,5.0,4.0,26.2,-3.8
11-21 08:00,78.0,35.0,389.8,-2.5
11-21 09:00,189.0,49.0,652.7,-0.9
11-21 10:00,229.0,101.0,447.6,-0.2
11-21 11:00,229.0,134.0,297.1,0.3
11-21 12:00,232.0,138.0,299.7,0.4
11-21 13:00,218.0,84.0,499.9,0.8
11-21 14:00,117.0,82.0,188.2,0.1
11-21 15:00,36.0,29.0,85.3,-1.3
11-21 16:00,0.0,0.0,0.0,-1.6
11-21 17:00,0.0,0.0,0.0,-1.2
11-21 18:00,0.0,0.0,0.0,-1.8
11-21 19:00,0.0,0.0,0.0,-2.7
11-21 20:00,0.0,0.0,0.0,-3.0
11-21 21:00,0.0,0.0,0.0,-3.4
11-21 22:00,0.0,0.0,0.0,-3.5
11-21 23:00,0.0,0.0,0.0,-3.7
11-22 00:00,0.0,0.0,0.0,-3.2
11-22 01:00,0.0,0.0,0.0,-4.2
11-22 02:00,0.0,0.0,0.0,-4.8
11-22 03:00,0.0,0.0,0.0,-4.9
11-22 04:00,0.0,0.0,0.0,-5.1
11-22 05:00,0.0,0.0,0.0,-5.5
11-22 06:00,0.0,0.0,0.0,-5.5
11-22 07:00,3.0,3.0,0.0,-4.7
11-22 08:00,52.0,40.0,112.6,-3.0
11-22 09:00,113.0,87.0,123.3,-1.3
