mm_dd_hh,ghi,dhi,dni,temp
04-26 23:00,0.0,0.0,0.0,5.1
04-27 00:00,0.0,0.0,0.0,4.5
04-27 01:00,0.0,0.0,0.0,4.1
04-27 02:00,0.0,0.0,0.0,3.5
04-27 03:00,0.0,0.0,0.0,2.7
04-27 04:00,1.0,1.0,0.0,2.1
04-27 05:00,61.0,30.0,296.2,3.0
04-27 06:00,206.0,63.0,551.7,4.9
04-27 07:00,374.0,82.0,706.7,7.7
04-27 08:00,535.0,95.0,797.4,10.4
04-27 09:00,670.0,104.0,850.4,12.2
04-27 10:00,766.0,109.0,879.8,13.4
04-27 11:00,816.0,112.0,891.3,14.3
04-27 12:00,816.0,113.0,887.7,15.1
04-27 13:00,770.0,109.0,878.0,15.9
04-27 14:00,675.0,104.0,845.6,15.9
04-27 15:00,541.0,96.0,788.2,15.6
04-27 16:00,383.0,84.0,698.1,14.9
04-27 17:00,217.0,66.0,547.7,13.7
04-27 18:00,71.0,34.0,315.7,12.0
04-27 19:00,2.0,2.0,0.0,10.4
04-27 20:00,0.0,0.0,0.0,9.1
04-27 21:00,0.0,0.0,0.0,7.9
04-27 22:00,0.0,0.0,0.0,6.9
04-27 23:00,0.0,0.0,0.0,6.2
04-28 00:00,0.0,0.0,0.0,5.4
04-28 01:00,0.0,0.0,0.0,4.5
04-28 02:00,0.0,0.0,0.0,3.9
04-28 03:00,0.0,0.0,0.0,3.5
04-28 04:00,1.0,1.0,0.0,3.5
04-28 05:00,64.0,31.0,308.8,4.8
04-28 06:00,209.0,63.0,553.7,7.3
04-28 07:00,376.0,81.0,706.7,10.1
04-28 08:00,536.0,94.0,795.2,13.2
04-28 09:00,667.0,108.0,835.1,15.4
04-28 10:00,757.0,121.0,847.6,16.8
04-28 11:00,800.0,141.0,830.8,17.7
04-28 12:00,811.0,119.0,870.2,18.4
04-28 13:00,767.0,111.0,867.6,19.4
04-28 14:00,673.0,103.0,840.0,19.5
04-28 15:00,543.0,94.0,790.6,19.0
04-28 16:00,389.0,82.0,711.1,18.3
04-28 17:00,224.0,64.0,572.8,16.9
04-28 18:00,76.0,35.0,338.6,14.4
04-28 19:00,2.0,1.0,27.3,12.6
04-28 20:00,0.0,0.0,0.0,11.3
04-28 21:00,0.0,0.0,0.0,10.0
04-28 22:00,0.0,0.0,0.0,8.4
04-28 23:00,0.0,0.0,0.0,7.1
04-29 00:00,0.0,0.0,0.0,6.2
04-29 01:00,0.0,0.0,0.0,4.7
04-29 02:00,0.0,0.0,0.0,4.1
04-29 03:00,0.0,0.0,0.0,3.8
04-29 04:00,1.0,1.0,0.0,3.5
04-29 05:00,67.0,31.0,328.5,5.5
04-29 06:00,214.0,63.0,563.2,9.4
04-29 07:00,381.0,81.0,711.5,13.4
04-29 08:00,540.0,94.0,796.8,15.8
04-29 09:00,670.0,102.0,843.9,17.2
04-29 10:00,759.0,108.0,863.6,18.3
04-29 11:00,804.0,117.0,862.4,19.0
04-29 12:00,799.0,127.0,841.7,19.4
04-29 13:00,757.0,116.0,844.3,20.0
04-29 14:00,652.0,127.0,770.1,20.0
04-29 15:00,528.0,111.0,730.0,19.6
04-29 16:00,374.0,96.0,638.8,19.1
04-29 17:00,211.0,77.0,473.6,18.1
04-29 18:00,72.0,41.0,248.2,16.2
04-29 19:00,3.0,3.0,0.0,14.3
04-29 20:00,0.0,0.0,0.0,12.9
04-29 21:00,0.0,0.0,0.0,11.6
04-29 22:00,0.0,0.0,0.0,10.9
04-29 23:00,0.0,0.0,0.0,10.1
04-30 00:00,0.0,0.0,0.0,9.8
04-30 01:00,0.0,0.0,0.0,9.1
04-30 02:00,0.0,0.0,0.0,8.8
04-30 03:00,0.0,0.0,0.0,8.4
04-30 04:00,2.0,2.0,0.0,8.0
04-30 05:00,65.0,33.0,280.3,9.6
04-30 06:00,204.0,67.0,502.9,12.1
04-30 07:00,363.0,89.0,643.6,14.9
04-30 08:00,518.0,102.0,738.2,17.0
04-30 09:00,647.0,112.0,790.7,18.5
04-30 10:00,742.0,117.0,825.4,19.4
04-30 11:00,790.0,124.0,832.7,20.1
04-30 12:00,780.0,153.0,782.2,20.5
04-30 13:00,725.0,144.0,762.1,20.7
04-30 14:00,618.0,139.0,699.4,20.7
04-30 15:00,502.0,134.0,640.6,20.7
04-30 16:00,366.0,100.0,606.5,20.4
04-30 17:00,214.0,69.0,506.1,19.5
04-30 18:00,73.0,37.0,279.7,17.6
04-30 19:00,3.0,2.0,24.7,15.4
04-30 20:00,0.0,0.0,0.0,13.6
04-30 21:00,0.0,0.0,0.0,12.4
04-30 22:00,0.0,0.0,0.0,11.6
04-30 23:00,0.0,0.0,0.0,11.2
05-01 00:00,0.0,0.0,0.0,10.8
05-01 01:00,0.0,0.0,0.0,9.4
05-01 02:00,0.0,0.0,0.0,8.8
05-01 03:00,0.0,0.0,0.0,8.1
05-01 04:00,2.0,2.0,0.0,7.9
05-01 05:00,69.0,35.0,286.6,9.9
05-01 06:00,211.0,65.0,527.7,12.2
05-01 07:00,374.0,84.0,674.9,14.9
05-01 08:00,529.0,96.0,763.2,17.5
05-01 09:00,661.0,105.0,817.5,19.5
05-01 10:00,756.0,111.0,848.1,20.6
05-01 11:00,810.0,111.0,870.5,21.4
05-01 12:00,813.0,109.0,874.9,22.0
05-01 13:00,767.0,106.0,863.6,22.7
05-01 14:00,675.0,101.0,834.3,22.9
05-01 15:00,546.0,95.0,780.8,22.8
05-01 16:00,394.0,83.0,703.8,22.4
05-01 17:00,229.0,67.0,558.5,21.0
05-01 18:00,82.0,38.0,332.2,19.0
05-01 19:00,4.0,3.0,23.6,17.0
05-01 20:00,0.0,0.0,0.0,15.3
05-01 21:00,0.0,0.0,0.0,13.8
05-01 22:00,0.0,0.0,0.0,12.7
05-01 23:00,0.0,0.0,0.0,12.4
05-02 00:00,0.0,0.0,0.0,12.5
05-02 01:00,0.0,0.0,0.0,12.6
05-02 02:00,0.0,0.0,0.0,12.4
05-02 03:00,0.0,0.0,0.0,12.2
05-02 04:00,3.0,3.0,0.0,12.3
05-02 05:00,72.0,36.0,292.7,14.7
05-02 06:00,209.0,71.0,491.5,17.8
05-02 07:00,378.0,84.0,678.1,20.5
05-02 08:00,529.0,99.0,753.1,22.9
05-02 09:00,652.0,124.0,772.4,24.2
05-02 10:00,710.0,176.0,699.2,24.9
05-02 11:00,759.0,139.0,769.1,25.5
05-02 12:00,706.0,156.0,681.0,25.4
05-02 13:00,630.0,135.0,644.2,25.8
05-02 14:00,560.0,134.0,616.5,25.7
05-02 15:00,464.0,135.0,566.5,25.0
05-02 16:00,340.0,113.0,509.9,23.6
05-02 17:00,170.0,93.0,262.3,21.8
05-02 18:00,68.0,42.0,190.9,19.9
05-02 19:00,4.0,4.0,0.0,18.0
05-02 20:00,0.0,0.0,0.0,16.7
05-02 21:00,0.0,0.0,0.0,15.6
05-02 22:00,0.0,0.0,0.0,15.1
05-02 23:00,0.0,0.0,0.0,14.1
05-03 00:00,0.0,0.0,0.0,13.2
05-03 01:00,0.0,0.0,0.0,12.9
05-03 02:00,0.0,0.0,0.0,12.1
05-03 03:00,0.0,0.0,0.0,11.5
05-03 04:00,3.0,3.0,0.0,11.3
05-03 05:00,71.0,38.0,259.3,12.4
05-03 06:00,206.0,77.0,452.9,14.6
05-03 07:00,292.0,102.0,434.4,16.1
05-03 08:00,516.0,98.0,727.6,17.5
05-03 09:00,644.0,127.0,752.6,18.6
05-03 10:00,709.0,205.0,657.2,20.4
05-03 11:00,713.0,271.0,546.3,22.1
05-03 12:00,619.0,243.0,463.8,20.2
05-03 13:00,421.0,301.0,155.6,18.4
05-03 14:00,166.0,163.0,4.3,16.9
05-03 15:00,106.0,106.0,0.0,16.1
05-03 16:00,103.0,103.0,0.0,16.1
05-03 17:00,168.0,92.0,255.9,16.5
05-03 18:00,70.0,47.0,164.5,16.0
05-03 19:00,4.0,4.0,0.0,15.3
05-03 20:00,0.0,0.0,0.0,15.1
05-03 21:00,0.0,0.0,0.0,14.1
05-03 22:00,0.0,0.0,0.0,13.9
05-03 23:00,0.0,0.0,0.0,13.9
05-04 00:00,0.0,0.0,0.0,12.8
05-04 01:00,0.0,0.0,0.0,12.0
05-04 02:00,0.0,0.0,0.0,11.2
05-04 03:00,0.0,0.0,0.0,9.8
05-04 04:00,3.0,3.0,0.0,8.8
05-04 05:00,77.0,40.0,281.5,8.5
05-04 06:00,235.0,71.0,567.9,8.8
05-04 07:00,363.0,117.0,557.7,9.5
05-04 08:00,453.0,164.0,500.0,10.4
05-04 09:00,322.0,260.0,89.8,10.6
05-04 10:00,457.0,333.0,161.0,11.4
05-04 11:00,496.0,316.0,221.7,11.9
05-04 12:00,459.0,333.0,154.9,12.3
05-04 13:00,456.0,296.0,206.7,11.8
05-04 14:00,398.0,301.0,139.2,11.9
05-04 15:00,318.0,197.0,206.2,11.9
05-04 16:00,280.0,150.0,287.9,11.9
05-04 17:00,167.0,87.0,266.4,11.5
05-04 18:00,79.0,45.0,237.0,10.6
05-04 19:00,6.0,5.0,20.9,9.1
05-04 20:00,0.0,0.0,0.0,8.2
05-04 21:00,0.0,0.0,0.0,7.9
05-04 22:00,0.0,0.0,0.0,7.1
05-04 23:00,0.0,0.0,0.0,6.3
05-05 00:00,0.0,0.0,0.0,6.2
05-05 01:00,0.0,0.0,0.0,5.1
05-05 02:00,0.0,0.0,0.0,4.7
05-05 03:00,0.0,0.0,0.0,4.5
05-05 04:00,4.0,4.0,0.0,4.7
05-05 05:00,45.0,45.0,0.0,5.5
05-05 06:00,149.0,105.0,150.4,6.2
05-05 07:00,322.0,142.0,404.8,7.5
05-05 08:00,528.0,125.0,693.2,9.6
05-05 09:00,593.0,223.0,533.7,10.8
05-05 10:00,692.0,266.0,551.1,12.1
05-05 11:00,611.0,267.0,422.1,12.6
05-05 12:00,536.0,367.0,207.0,13.0
05-05 13:00,404.0,308.0,123.6,12.1
05-05 14:00,370.0,257.0,161.5,12.2
05-05 15:00,238.0,201.0,62.7,11.9
05-05 16:00,207.0,157.0,110.0,11.8
05-05 17:00,146.0,105.0,135.0,11.4
05-05 18:00,65.0,44.0,142.9,10.3
05-05 19:00,5.0,5.0,0.0,9.1
05-05 20:00,0.0,0.0,0.0,8.7
05-05 21:00,0.0,0.0,0.0,7.9
05-05 22:00,0.0,0.0,0.0,7.5
05-05 23:00,0.0,0.0,0.0,6.8
05-06 00:00,0.0,0.0,0.0,5.7
05-06 01:00,0.0,0.0,0.0,4.2
05-06 02:00,0.0,0.0,0.0,3.5
05-06 03:00,0.0,0.0,0.0,2.7
05-06 04:00,5.0,4.0,21.9,2.4
05-06 05:00,90.0,40.0,358.6,3.4
05-06 06:00,238.0,75.0,550.1,5.4
05-06 07:00,414.0,83.0,738.6,7.7
05-06 08:00,573.0,97.0,814.2,9.4
05-06 09:00,701.0,115.0,841.5,10.6
05-06 10:00,759.0,166.0,764.3,11.6
05-06 11:00,601.0,310.0,355.9,11.5
05-06 12:00,681.0,243.0,534.8,12.4
05-06 13:00,619.0,314.0,391.2,13.6
05-06 14:00,586.0,273.0,445.5,13.2
05-06 15:00,542.0,132.0,691.7,12.9
05-06 16:00,409.0,91.0,694.6,13.1
05-06 17:00,230.0,83.0,478.9,13.1
05-06 18:00,92.0,44.0,319.0,11.6
05-06 19:00,7.0,5.0,39.0,9.9
05-06 20:00,0.0,0.0,0.0,9.4
05-06 21:00,0.0,0.0,0.0,9.4
05-06 22:00,0.0,0.0,0.0,8.8
05-06 23:00,0.0,0.0,0.0,7.8
05-07 00:00,0.0,0.0,0.0,7.5
05-07 01:00,0.0,0.0,0.0,6.7
05-07 02:00,0.0,0.0,0.0,7.0
05-07 03:00,0.0,0.0,0.0,6.9
05-07 04:00,4.0,4.0,0.0,6.9
05-07 05:00,60.0,46.0,97.7,7.6
05-07 06:00,159.0,106.0,176.7,8.8
05-07 07:00,260.0,166.0,208.2,9.9
05-07 08:00,269.0,209.0,102.1,10.4
05-07 09:00,290.0,269.0,30.0,11.1
05-07 10:00,446.0,271.0,224.7,12.3
05-07 11:00,661.0,224.0,532.7,13.3
05-07 12:00,558.0,230.0,399.2,13.8
05-07 13:00,495.0,248.0,315.7,13.9
05-07 14:00,539.0,172.0,520.4,14.5
05-07 15:00,466.0,226.0,402.9,14.2
05-07 16:00,335.0,149.0,403.6,13.6
05-07 17:00,191.0,116.0,241.8,12.8
05-07 18:00,66.0,51.0,97.4,11.4
05-07 19:00,7.0,6.0,18.9,10.2
05-07 20:00,0.0,0.0,0.0,9.4
05-07 21:00,0.0,0.0,0.0,8.6
05-07 22:00,0.0,0.0,0.0,7.8
05-07 23:00,0.0,0.0,0.0,7.3
05-08 00:00,0.0,0.0,0.0,6.6
05-08 01:00,0.0,0.0,0.0,5.8
05-08 02:00,0.0,0.0,0.0,4.6
05-08 03:00,0.0,0.0,0.0,4.1
05-08 04:00,6.0,6.0,0.0,4.4
05-08 05:00,80.0,61.0,129.3,5.3
05-08 06:00,223.0,103.0,395.5,6.9
05-08 07:00,370.0,152.0,479.3,8.6
05-08 08:00,493.0,216.0,468.8,9.9
05-08 09:00,633.0,243.0,555.4,11.1
05-08 10:00,646.0,295.0,449.2,11.8
05-08 11:00,553.0,340.0,258.8,11.9
05-08 12:00,477.0,352.0,151.7,12.1
05-08 13:00,487.0,339.0,188.5,12.9
05-08 14:00,313.0,274.0,55.1,12.4
05-08 15:00,258.0,230.0,46.8,12.1
05-08 16:00,174.0,158.0,34.5,11.9
05-08 17:00,119.0,111.0,25.5,11.6
05-08 18:00,67.0,55.0,76.2,10.6
05-08 19:00,8.0,7.0,18.3,9.0
05-08 20:00,0.0,0.0,0.0,7.8
05-08 21:00,0.0,0.0,0.0,7.2
05-08 22:00,0.0,0.0,0.0,6.5
05-08 23:00,0.0,0.0,0.0,5.8
05-09 00:00,0.0,0.0,0.0,5.2
05-09 01:00,0.0,0.0,0.0,4.0
05-09 02:00,0.0,0.0,0.0,3.0
05-09 03:00,0.0,0.0,0.0,2.8
05-09 04:00,8.0,6.0,39.0,3.0
05-09 05:00,98.0,43.0,365.1,4.8
05-09 06:00,249.0,70.0,583.3,6.9
05-09 07:00,416.0,88.0,716.2,9.6
05-09 08:00,571.0,99.0,794.9,11.6
05-09 09:00,703.0,107.0,845.4,12.9
05-09 10:00,571.0,290.0,358.4,13.4
05-09 11:00,445.0,344.0,122.3,13.8
05-09 12:00,486.0,301.0,223.8,14.2
05-09 13:00,517.0,297.0,279.3,15.2
05-09 14:00,375.0,255.0,168.9,15.1
05-09 15:00,380.0,195.0,307.7,15.3
05-09 16:00,262.0,182.0,171.4,15.2
05-09 17:00,161.0,114.0,148.5,14.9
05-09 18:00,94.0,47.0,292.3,13.3
05-09 19:00,11.0,8.0,53.3,10.6
05-09 20:00,0.0,0.0,0.0,9.3
05-09 21:00,0.0,0.0,0.0,7.9
05-09 22:00,0.0,0.0,0.0,7.3
05-09 23:00,0.0,0.0,0.0,6.4
05-10 00:00,0.0,0.0,0.0,6.1
05-10 01:00,0.0,0.0,0.0,5.6
05-10 02:00,0.0,0.0,0.0,5.5
05-10 03:00,0.0,0.0,0.0,5.9
05-10 04:00,9.0,7.0,37.7,5.9
05-10 05:00,92.0,54.0,246.4,8.0
05-10 06:00,243.0,78.0,531.9,10.7
05-10 07:00,412.0,91.0,696.1,13.1
05-10 08:00,513.0,167.0,579.8,14.8
05-10 09:00,691.0,113.0,816.7,16.0
05-10 10:00,791.0,108.0,868.2,17.1
05-10 11:00,757.0,204.0,667.8,17.6
05-10 12:00,776.0,224.0,665.6,18.2
05-10 13:00,399.0,317.0,103.8,17.8
05-10 14:00,417.0,312.0,147.2,18.2
05-10 15:00,325.0,243.0,135.8,18.1
05-10 16:00,160.0,141.0,40.4,17.1
05-10 17:00,193.0,119.0,231.4,15.5
05-10 18:00,96.0,49.0,286.3,14.4
05-10 19:00,11.0,8.0,51.7,12.9
05-10 20:00,0.0,0.0,0.0,12.5
05-10 21:00,0.0,0.0,0.0,11.4
05-10 22:00,0.0,0.0,0.0,10.2
05-10 23:00,0.0,0.0,0.0,9.4
05-11 00:00,0.0,0.0,0.0,8.8
05-11 01:00,0.0,0.0,0.0,8.1
05-11 02:00,0.0,0.0,0.0,7.6
05-11 03:00,0.0,0.0,0.0,6.8
05-11 04:00,10.0,8.0,36.5,6.2
05-11 05:00,99.0,46.0,336.0,7.6
05-11 06:00,246.0,75.0,545.5,9.6
05-11 07:00,412.0,92.0,689.4,12.0
05-11 08:00,568.0,104.0,773.9,14.1
05-11 09:00,674.0,126.0,771.4,15.5
05-11 10:00,785.0,120.0,842.6,16.6
05-11 11:00,821.0,151.0,806.6,17.5
05-11 12:00,725.0,208.0,621.6,17.8
05-11 13:00,570.0,234.0,423.9,17.7
05-11 14:00,437.0,258.0,250.1,17.5
05-11 15:00,293.0,222.0,117.0,17.2
05-11 16:00,279.0,173.0,224.2,16.9
05-11 17:00,185.0,95.0,278.7,16.1
05-11 18:00,103.0,49.0,322.4,14.8
05-11 19:00,13.0,9.0,67.1,12.8
05-11 20:00,0.0,0.0,0.0,11.7
05-11 21:00,0.0,0.0,0.0,10.8
05-11 22:00,0.0,0.0,0.0,9.6
05-11 23:00,0.0,0.0,0.0,8.4
05-12 00:00,0.0,0.0,0.0,7.4
05-12 01:00,0.0,0.0,0.0,5.9
05-12 02:00,0.0,0.0,0.0,5.2
05-12 03:00,0.0,0.0,0.0,4.7
05-12 04:00,11.0,8.0,53.2,4.8
05-12 05:00,108.0,45.0,390.9,6.2
05-12 06:00,263.0,70.0,609.5,8.8
05-12 07:00,431.0,87.0,736.4,11.6
05-12 08:00,589.0,99.0,813.5,13.4
05-12 09:00,720.0,106.0,861.1,14.3
05-12 10:00,815.0,110.0,890.5,15.0
05-12 11:00,866.0,113.0,903.9,15.6
05-12 12:00,866.0,113.0,902.7,16.1
05-12 13:00,824.0,103.0,906.9,16.4
05-12 14:00,730.0,102.0,874.2,16.6
05-12 15:00,604.0,91.0,841.8,16.5
05-12 16:00,440.0,90.0,736.0,16.1
05-12 17:00,274.0,72.0,619.7,15.5
05-12 18:00,117.0,47.0,409.8,14.2
05-12 19:00,14.0,9.0,81.6,12.3
05-12 20:00,0.0,0.0,0.0,11.1
05-12 21:00,0.0,0.0,0.0,9.9
05-12 22:00,0.0,0.0,0.0,8.9
05-12 23:00,0.0,0.0,0.0,8.0
05-13 00:00,0.0,0.0,0.0,7.2
05-13 01:00,0.0,0.0,0.0,5.7
05-13 02:00,0.0,0.0,0.0,5.1
05-13 03:00,0.0,0.0,0.0,4.3
05-13 04:00,12.0,8.0,68.9,4.4
05-13 05:00,110.0,45.0,395.2,5.7
05-13 06:00,264.0,71.0,603.5,8.3
05-13 07:00,430.0,88.0,727.6,11.6
05-13 08:00,586.0,99.0,804.9,14.1
05-13 09:00,715.0,106.0,851.1,15.4
05-13 10:00,809.0,112.0,877.7,16.4
05-13 11:00,860.0,110.0,897.8,17.1
05-13 12:00,861.0,108.0,900.2,17.8
05-13 13:00,815.0,105.0,890.3,18.4
05-13 14:00,722.0,101.0,861.4,18.5
05-13 15:00,592.0,96.0,810.4,18.6
05-13 16:00,438.0,86.0,735.8,18.2
05-13 17:00,272.0,71.0,610.9,17.8
05-13 18:00,118.0,47.0,407.8,16.8
05-13 19:00,15.0,9.0,95.4,14.6
05-13 20:00,0.0,0.0,0.0,13.1
05-13 21:00,0.0,0.0,0.0,11.8
05-13 22:00,0.0,0.0,0.0,10.2
05-13 23:00,0.0,0.0,0.0,8.9
05-14 00:00,0.0,0.0,0.0,8.1
05-14 01:00,0.0,0.0,0.0,6.3
05-14 02:00,0.0,0.0,0.0,6.0
05-14 03:00,0.0,0.0,0.0,6.6
05-14 04:00,12.0,10.0,33.5,6.8
05-14 05:00,86.0,69.0,101.4,8.6
05-14 06:00,215.0,127.0,272.6,11.9
05-14 07:00,374.0,162.0,448.4,14.8
05-14 08:00,568.0,124.0,730.7,17.0
05-14 09:00,702.0,120.0,810.6,18.4
05-14 10:00,787.0,146.0,804.8,19.2
05-14 11:00,798.0,218.0,692.4,19.9
05-14 12:00,783.0,243.0,643.8,20.4
05-14 13:00,753.0,175.0,722.7,20.8
05-14 14:00,675.0,129.0,754.8,21.5
05-14 15:00,576.0,112.0,754.9,21.5
05-14 16:00,432.0,95.0,700.3,20.9
05-14 17:00,217.0,96.0,364.4,19.5
05-14 18:00,101.0,69.0,180.5,18.1
05-14 19:00,11.0,11.0,0.0,16.9
05-14 20:00,0.0,0.0,0.0,16.7
05-14 21:00,0.0,0.0,0.0,15.9
05-14 22:00,0.0,0.0,0.0,14.6
05-14 23:00,0.0,0.0,0.0,13.5
05-15 00:00,0.0,0.0,0.0,12.9
05-15 01:00,0.0,0.0,0.0,12.4
05-15 02:00,0.0,0.0,0.0,11.6
05-15 03:00,0.0,0.0,0.0,11.4
05-15 04:00,4.0,4.0,0.0,10.2
05-15 05:00,61.0,58.0,17.6,9.6
05-15 06:00,139.0,93.0,141.2,8.9
05-15 07:00,296.0,160.0,286.0,9.9
05-15 08:00,546.0,143.0,660.5,11.3
05-15 09:00,608.0,175.0,601.1,12.2
05-15 10:00,749.0,160.0,737.4,13.6
05-15 11:00,783.0,170.0,729.9,13.8
05-15 12:00,735.0,172.0,669.4,14.6
05-15 13:00,569.0,204.0,455.1,14.1
05-15 14:00,672.0,187.0,668.3,14.9
05-15 15:00,388.0,206.0,294.9,12.9
05-15 16:00,311.0,138.0,357.5,12.2
05-15 17:00,188.0,106.0,244.8,11.8
05-15 18:00,108.0,51.0,315.8,10.8
05-15 19:00,16.0,11.0,75.7,9.8
05-15 20:00,0.0,0.0,0.0,9.1
05-15 21:00,0.0,0.0,0.0,8.5
05-15 22:00,0.0,0.0,0.0,8.4
05-15 23:00,0.0,0.0,0.0,8.4
05-16 00:00,0.0,0.0,0.0,8.1
05-16 01:00,0.0,0.0,0.0,7.8
05-16 02:00,0.0,0.0,0.0,7.8
05-16 03:00,0.0,0.0,0.0,7.7
05-16 04:00,12.0,9.0,47.8,7.6
05-16 05:00,65.0,46.0,109.2,8.4
05-16 06:00,202.0,95.0,325.7,9.3
05-16 07:00,214.0,140.0,154.8,9.7
05-16 08:00,369.0,234.0,220.4,11.2
05-16 09:00,394.0,268.0,174.4,12.4
05-16 10:00,695.0,203.0,614.3,14.4
05-16 11:00,757.0,232.0,623.5,14.6
05-16 12:00,367.0,285.0,97.3,13.9
05-16 13:00,426.0,243.0,227.5,13.4
05-16 14:00,488.0,196.0,401.0,14.0
05-16 15:00,375.0,170.0,330.8,13.4
05-16 16:00,258.0,166.0,189.0,13.1
05-16 17:00,244.0,95.0,440.9,12.7
05-16 18:00,105.0,49.0,304.9,11.6
05-16 19:00,17.0,12.0,74.0,10.1
05-16 20:00,0.0,0.0,0.0,9.2
05-16 21:00,0.0,0.0,0.0,9.4
05-16 22:00,0.0,0.0,0.0,9.5
05-16 23:00,0.0,0.0,0.0,9.3
05-17 00:00,0.0,0.0,0.0,8.4
05-17 01:00,0.0,0.0,0.0,7.8
05-17 02:00,0.0,0.0,0.0,7.3
05-17 03:00,0.0,0.0,0.0,8.0
05-17 04:00,13.0,11.0,31.2,7.7
05-17 05:00,54.0,46.0,45.2,8.4
05-17 06:00,164.0,106.0,175.1,9.6
05-17 07:00,306.0,166.0,291.2,11.6
05-17 08:00,454.0,203.0,408.1,13.0
05-17 09:00,454.0,280.0,240.0,13.5
05-17 10:00,674.0,227.0,556.6,14.8
05-17 11:00,704.0,169.0,633.8,15.4
05-17 12:00,731.0,168.0,666.1,16.0
05-17 13:00,541.0,241.0,372.0,15.6
05-17 14:00,522.0,195.0,447.7,15.7
05-17 15:00,195.0,175.0,32.1,14.4
05-17 16:00,85.0,85.0,0.0,11.1
05-17 17:00,102.0,71.0,91.0,10.5
05-17 18:00,57.0,51.0,32.1,10.1
05-17 19:00,9.0,9.0,0.0,9.6
05-17 20:00,0.0,0.0,0.0,9.2
05-17 21:00,0.0,0.0,0.0,8.9
05-17 22:00,0.0,0.0,0.0,8.5
05-17 23:00,0.0,0.0,0.0,8.4
05-18 00:00,0.0,0.0,0.0,7.8
05-18 01:00,0.0,0.0,0.0,6.8
05-18 02:00,0.0,0.0,0.0,6.4
05-18 03:00,0.0,0.0,0.0,6.3
05-18 04:00,16.0,12.0,61.0,6.2
05-18 05:00,107.0,61.0,255.8,7.3
05-18 06:00,229.0,112.0,350.3,8.9
05-18 07:00,398.0,137.0,540.2,10.6
05-18 08:00,552.0,127.0,688.5,11.8
05-18 09:00,623.0,223.0,550.2,12.7
05-18 10:00,624.0,274.0,434.7,13.5
05-18 11:00,509.0,336.0,204.5,13.6
05-18 12:00,527.0,331.0,231.3,13.9
05-18 13:00,660.0,209.0,557.8,13.2
05-18 14:00,248.0,201.0,64.2,12.1
05-18 15:00,466.0,220.0,393.8,11.7
05-18 16:00,83.0,83.0,0.0,11.3
05-18 17:00,97.0,90.0,20.4,11.6
05-18 18:00,31.0,30.0,5.3,11.2
05-18 19:00,4.0,4.0,0.0,10.6
05-18 20:00,0.0,0.0,0.0,10.4
05-18 21:00,0.0,0.0,0.0,9.6
05-18 22:00,0.0,0.0,0.0,9.6
05-18 23:00,0.0,0.0,0.0,9.5
05-19 00:00,0.0,0.0,0.0,9.8
05-19 01:00,0.0,0.0,0.0,9.8
05-19 02:00,0.0,0.0,0.0,9.8
05-19 03:00,0.0,0.0,0.0,9.8
05-19 04:00,2.0,2.0,0.0,9.9
05-19 05:00,28.0,28.0,0.0,10.2
05-19 06:00,45.0,45.0,0.0,10.5
05-19 07:00,44.0,44.0,0.0,10.6
05-19 08:00,113.0,109.0,6.5,11.2
05-19 09:00,158.0,156.0,2.7,11.8
05-19 10:00,261.0,248.0,16.1,13.1
05-19 11:00,198.0,193.0,5.9,13.1
05-19 12:00,167.0,167.0,0.0,13.4
05-19 13:00,192.0,189.0,3.7,13.4
05-19 14:00,228.0,217.0,15.0,13.9
05-19 15:00,200.0,169.0,49.4,14.4
05-19 16:00,79.0,79.0,0.0,13.9
05-19 17:00,77.0,76.0,2.9,14.0
05-19 18:00,62.0,58.0,20.8,13.8
05-19 19:00,9.0,9.0,0.0,13.1
05-19 20:00,0.0,0.0,0.0,12.7
05-19 21:00,0.0,0.0,0.0,12.3
05-19 22:00,0.0,0.0,0.0,11.1
05-19 23:00,0.0,0.0,0.0,10.6
05-20 00:00,0.0,0.0,0.0,10.1
05-20 01:00,0.0,0.0,0.0,10.2
05-20 02:00,0.0,0.0,0.0,9.2
05-20 03:00,0.0,0.0,0.0,8.8
05-20 04:00,17.0,13.0,58.6,9.1
05-20 05:00,97.0,66.0,167.3,10.6
05-20 06:00,229.0,105.0,365.8,12.6
05-20 07:00,419.0,108.0,637.5,14.6
05-20 08:00,468.0,204.0,424.7,15.7
05-20 09:00,429.0,297.0,180.5,16.3
05-20 10:00,339.0,323.0,19.8,16.5
05-20 11:00,531.0,330.0,236.5,17.6
05-20 12:00,715.0,174.0,635.6,18.6
05-20 13:00,654.0,189.0,572.2,19.3
05-20 14:00,587.0,206.0,517.0,19.5
05-20 15:00,471.0,172.0,475.1,19.4
05-20 16:00,411.0,110.0,605.6,19.3
05-20 17:00,255.0,82.0,495.6,18.7
05-20 18:00,101.0,50.0,260.7,17.7
05-20 19:00,21.0,14.0,95.4,15.9
05-20 20:00,0.0,0.0,0.0,14.8
05-20 21:00,0.0,0.0,0.0,12.9
05-20 22:00,0.0,0.0,0.0,12.6
05-20 23:00,0.0,0.0,0.0,12.1
05-21 00:00,0.0,0.0,0.0,11.4
05-21 01:00,0.0,0.0,0.0,11.5
05-21 02:00,0.0,0.0,0.0,10.5
05-21 03:00,0.0,0.0,0.0,10.4
05-21 04:00,19.0,15.0,57.5,10.8
